Clustered,Randomized
0.964285714286,1.0
0.95,1.0
0.941176470588,1.0
0.909090909091,1.0
0.884615384615,1.0
0.84,1.0
0.714285714286,1.0
0.5,1.0
0.5,1.0
0.5,1.0
0.444444444444,1.0
0.4,1.0
0.333333333333,1.0
0.333333333333,1.0
0.266666666667,1.0
0.25,1.0
0.833333333333,1.0
0.8,1.0
0.76,1.0
0.75,1.0
0.708333333333,1.0
0.666666666667,1.0
0.571428571429,0.857142857143
0.428571428571,0.833333333333
0.363636363636,0.833333333333
0.363636363636,0.833333333333
0.352941176471,0.833333333333
0.347826086957,0.833333333333
0.333333333333,0.8
0.272727272727,0.8
1.0,0.8
0.75,0.8
0.727272727273,0.8
0.7,0.8
0.620689655172,0.8
0.5,0.8
0.444444444444,0.8
0.444444444444,0.8
0.416666666667,0.8
0.4,0.8
0.384615384615,0.8
0.333333333333,0.8
0.3,0.8
0.230769230769,0.8
0.875,0.8
0.857142857143,0.777777777778
