Clustered,Randomized
0.964285714286,0.833333333333
0.95,0.833333333333
0.941176470588,0.8
0.909090909091,0.8
0.884615384615,0.8
0.84,0.8
0.714285714286,0.75
0.5,0.75
0.5,0.75
0.5,0.75
0.444444444444,0.75
0.4,0.75
0.333333333333,0.75
0.333333333333,0.75
0.266666666667,0.75
0.25,0.75
0.833333333333,0.75
0.8,0.75
0.76,0.75
0.75,0.75
0.708333333333,0.75
0.666666666667,0.75
0.571428571429,0.75
0.428571428571,0.75
0.363636363636,0.75
0.363636363636,0.75
0.352941176471,0.75
0.347826086957,0.666666666667
0.333333333333,0.666666666667
0.272727272727,0.6
1.0,0.6
0.75,0.6
0.727272727273,0.6
0.7,0.6
0.620689655172,0.6
0.5,0.6
0.444444444444,0.6
0.444444444444,0.6
0.416666666667,0.6
0.4,0.6
0.384615384615,0.6
0.333333333333,0.6
0.3,0.6
0.230769230769,0.6
0.875,0.6
0.857142857143,0.6
0.777777777778,0.6
0.777777777778,0.6
0.75,0.6
0.727272727273,0.6
0.692307692308,0.6
0.666666666667,0.6
0.666666666667,0.6
0.375,0.6
0.375,0.6
0.333333333333,0.6
0.285714285714,0.6
0.25,0.6
0.25,0.6
0.25,0.571428571429
1.0,0.571428571429
0.862068965517,0.571428571429
0.826086956522,0.571428571429
0.692307692308,0.571428571429
0.625,0.571428571429
0.4,0.571428571429
0.4,0.571428571429
0.4,0.555555555556
0.4,0.555555555556
0.380952380952,0.5
0.333333333333,0.5
0.333333333333,0.5
0.333333333333,0.5
0.3,0.5
0.222222222222,0.5
1.0,0.5
0.95652173913,0.5
0.95,0.5
0.882352941176,0.5
0.870967741935,0.5
0.869565217391,0.5
0.75,0.5
0.666666666667,0.5
0.6,0.5
0.6,0.5
0.5,0.5
0.5,0.5
0.428571428571,0.5
0.416666666667,0.5
0.333333333333,0.5
0.333333333333,0.5
0.333333333333,0.5
0.25,0.5
0.8,0.5
0.666666666667,0.5
0.62962962963,0.5
0.571428571429,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.964285714286,0.5
0.95,0.5
0.941176470588,0.5
0.909090909091,0.5
0.884615384615,0.5
0.84,0.5
0.714285714286,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.444444444444,0.5
0.4,0.5
0.333333333333,0.5
0.333333333333,0.5
0.266666666667,0.5
0.25,0.5
0.833333333333,0.5
0.8,0.5
0.76,0.5
0.75,0.5
0.708333333333,0.5
0.666666666667,0.5
0.571428571429,0.5
0.428571428571,0.5
0.363636363636,0.5
0.363636363636,0.5
0.352941176471,0.5
0.347826086957,0.5
0.333333333333,0.5
0.272727272727,0.5
1.0,0.5
0.75,0.5
0.727272727273,0.5
0.7,0.5
0.620689655172,0.5
0.5,0.5
0.444444444444,0.5
0.444444444444,0.5
0.416666666667,0.5
0.4,0.5
0.384615384615,0.5
0.333333333333,0.5
0.3,0.5
0.230769230769,0.5
0.875,0.5
0.857142857143,0.5
0.777777777778,0.5
0.777777777778,0.5
0.75,0.5
0.727272727273,0.5
0.692307692308,0.5
0.666666666667,0.5
0.666666666667,0.5
0.375,0.5
0.375,0.5
0.333333333333,0.5
0.285714285714,0.5
0.25,0.5
0.25,0.5
0.25,0.5
1.0,0.5
0.862068965517,0.5
0.826086956522,0.5
0.692307692308,0.5
0.625,0.5
0.4,0.5
0.4,0.5
0.4,0.5
0.4,0.5
0.380952380952,0.5
0.333333333333,0.5
0.333333333333,0.5
0.333333333333,0.5
0.3,0.5
0.222222222222,0.5
1.0,0.5
0.95652173913,0.5
0.95,0.5
0.882352941176,0.5
0.870967741935,0.5
0.869565217391,0.5
0.75,0.5
0.666666666667,0.5
0.6,0.5
0.6,0.5
0.5,0.5
0.5,0.5
0.428571428571,0.5
0.416666666667,0.5
0.333333333333,0.5
0.333333333333,0.5
0.333333333333,0.5
0.25,0.5
0.8,0.5
0.666666666667,0.5
0.62962962963,0.5
0.571428571429,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.964285714286,0.5
0.95,0.5
0.941176470588,0.5
0.909090909091,0.5
0.884615384615,0.5
0.84,0.5
0.714285714286,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.444444444444,0.5
0.4,0.5
0.333333333333,0.5
0.333333333333,0.5
0.266666666667,0.5
0.25,0.5
0.833333333333,0.5
0.8,0.5
0.76,0.5
0.75,0.5
0.708333333333,0.5
0.666666666667,0.5
0.571428571429,0.5
0.428571428571,0.5
0.363636363636,0.5
0.363636363636,0.5
0.352941176471,0.5
0.347826086957,0.5
0.333333333333,0.5
0.272727272727,0.5
1.0,0.5
0.75,0.5
0.727272727273,0.5
0.7,0.5
0.620689655172,0.5
0.5,0.5
0.444444444444,0.5
0.444444444444,0.5
0.416666666667,0.5
0.4,0.5
0.384615384615,0.5
0.333333333333,0.5
0.3,0.5
0.230769230769,0.5
0.875,0.5
0.857142857143,0.5
0.777777777778,0.5
0.777777777778,0.5
0.75,0.5
0.727272727273,0.5
0.692307692308,0.5
0.666666666667,0.5
0.666666666667,0.5
0.375,0.5
0.375,0.5
0.333333333333,0.5
0.285714285714,0.5
0.25,0.5
0.25,0.5
0.25,0.5
1.0,0.5
0.862068965517,0.5
0.826086956522,0.5
0.692307692308,0.5
0.625,0.5
0.4,0.5
0.4,0.5
0.4,0.5
0.4,0.5
0.380952380952,0.5
0.333333333333,0.5
0.333333333333,0.5
0.333333333333,0.5
0.3,0.5
0.222222222222,0.5
1.0,0.5
0.95652173913,0.5
0.95,0.5
0.882352941176,0.5
0.870967741935,0.5
0.869565217391,0.5
0.75,0.5
0.666666666667,0.5
0.6,0.5
0.6,0.5
0.5,0.5
0.5,0.5
0.428571428571,0.5
0.416666666667,0.5
0.333333333333,0.5
0.333333333333,0.5
0.333333333333,0.5
0.25,0.5
0.8,0.5
0.666666666667,0.5
0.62962962963,0.5
0.571428571429,0.5
0.5,0.5
0.5,0.5
0.5,0.48
0.964285714286,0.470588235294
0.95,0.466666666667
0.941176470588,0.466666666667
0.909090909091,0.466666666667
0.884615384615,0.454545454545
0.84,0.454545454545
0.714285714286,0.454545454545
0.5,0.454545454545
0.5,0.454545454545
0.5,0.454545454545
0.444444444444,0.454545454545
